Accession,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_026511,1,0,0,1,1.0,17.0,17.0,,,,,1.09507786212,1.09507786212,,,,,True
NM_026512,1,1,1,3,3.0,57.0,57.0,55.0,55.0,106.0,106.0,0.892615207441,0.892615207441,0.973919679789,0.973919679789,0.98768575167,0.98768575167,True
NM_026513,3,1,1,3,1.6666666666666667,136.0,136.0,163.0,87.0,116.0,79.0,1.20463205337,1.20463205337,1.33180521918,1.210932438945,1.39455409775,1.3301320694949998,True
NM_026514,2,1,0,2,1.5,25.0,25.0,16.0,16.0,27.0,27.0,1.0875656526,1.0875656526,1.09478022601,1.09478022601,0.572280698802,0.572280698802,True
NM_026515,9,7,4,3,2.2222222222222223,245.0,81.0,198.0,75.57142857142857,186.0,95.5,1.24603402905,0.9885493329831428,1.3635365563,0.8324239966557142,1.15482147654,0.8638074185218333,True
NM_026523,1,0,0,1,1.0,,,35.0,35.0,,,,,1.00633648232,1.00633648232,,,True
NM_026526,2,2,1,3,2.5,46.0,45.5,8.0,8.0,29.0,29.0,0.908237354191,0.7998697761225,0.661563238158,0.661563238158,0.883202046245,0.751289167993,True
NM_026527,1,0,0,1,1.0,,,29.0,29.0,,,,,1.03045516757,1.03045516757,,,True
NM_026528,9,8,7,3,2.6666666666666665,499.0,274.57142857142856,488.0,220.25,439.0,187.55555555555554,1.09808102507,0.818729850773,1.01341739429,0.79378538580175,0.981048478247,0.804463827609,True
NM_026529,1,1,1,3,3.0,166.0,166.0,142.0,142.0,114.0,114.0,1.15575260839,1.15575260839,1.24524957601,1.24524957601,0.910189044852,0.910189044852,True
NM_026530,6,3,2,3,1.8333333333333333,1811.0,481.0,2106.0,764.3333333333334,2201.0,584.0,1.06755010919,0.859499014365,1.09711289473,0.968425003097,1.07285242058,0.9172020263617501,True
NM_026531,7,5,3,3,2.142857142857143,153.0,38.666666666666664,186.0,59.8,215.0,69.5,1.06085694716,0.6974813938831667,1.30851509954,0.9159330052951999,1.04633735752,0.9034745533924999,True
NM_026532,12,11,7,3,2.5,321.0,142.88888888888889,242.0,99.0,255.0,110.22222222222223,1.0438095938,0.798255272742,1.31718202323,0.8950546584665834,1.09552808703,0.8129623260468889,True
NM_026538,7,6,1,3,2.0,86.0,48.25,83.0,50.0,122.0,67.4,1.28290362698,0.9774374890900001,0.955131195451,0.8017068865422001,1.02326514289,0.7904367574955999,True
NM_026539,10,3,1,3,1.4,27.0,19.8,37.0,24.2,27.0,18.5,1.00546682933,0.8138050969464,1.07755632707,0.8754079454932,1.00913667183,0.9808420495975001,True
NM_026543,1,0,0,1,1.0,,,,,15.0,15.0,,,,,0.882310924515,0.882310924515,True
NM_026545,15,9,7,3,2.066666666666667,230.0,103.0909090909091,306.0,112.45454545454545,314.0,138.66666666666666,1.12409834387,0.831713940915,1.15366619785,0.9121565584527273,1.21322357438,0.9348293948615556,True
NM_026549,5,4,2,3,2.2,41.0,30.5,52.0,46.333333333333336,61.0,39.5,0.911232232932,0.804997850795,0.696325407046,0.5719986002423334,0.990613361699,0.7875195422072501,True
NM_026550,14,7,5,3,1.8571428571428572,304.0,67.2,353.0,110.5,310.0,91.375,1.28982828968,0.9957294092510001,1.07946278849,0.884361234451875,1.36607144942,0.9204041959435,True
NM_026551,11,7,3,3,1.9090909090909092,132.0,61.666666666666664,224.0,61.0,138.0,49.125,1.26942863185,0.8991595178373334,1.03274381356,0.8015383134342857,1.16821361809,0.9212368826224999,True
NM_026552,10,6,3,3,1.9,199.0,67.85714285714286,153.0,84.0,165.0,68.85714285714286,1.25901651563,0.7649345091482856,1.33972183991,0.9955135343958,1.07836241421,0.8216327379517142,True
NM_026554,14,11,8,3,2.357142857142857,190.0,66.33333333333333,150.0,64.4,183.0,81.18181818181819,1.32039034324,0.9187402109364166,1.24419875628,0.8671705065305,1.30486667338,0.9039456107268182,True
NM_026555,7,5,2,3,2.0,86.0,48.2,104.0,37.8,123.0,53.25,0.841568893609,0.7279026118366,1.24878054336,0.8408094352748,1.26418248896,1.03755783445125,True
NM_026556,23,16,8,3,2.0434782608695654,475.0,100.86666666666666,595.0,118.21428571428571,324.0,75.94444444444444,1.20068456234,0.8362783437506,1.08970955714,0.7296048101152143,1.31913336805,0.8979311525605556,True
NM_026557,5,1,0,2,1.2,42.0,32.5,33.0,33.0,55.0,49.666666666666664,1.09669266331,1.0756446080550002,0.975686873862,0.975686873862,1.0244071383,0.9385124476153334,True
NM_026558,2,1,0,2,1.5,86.0,86.0,50.0,44.5,,,0.915803870022,0.915803870022,0.817307083656,0.735362639225,,,True
NM_026560,4,3,3,3,2.5,90.0,36.25,73.0,30.666666666666668,58.0,33.666666666666664,0.936295816581,0.84831015756375,0.783336189112,0.6782268574026666,1.05425975759,0.8292043852416665,True
NM_026565,1,0,0,1,1.0,48.0,48.0,,,,,0.85825886735,0.85825886735,,,,,True
NM_026566,6,3,2,3,1.8333333333333333,178.0,81.25,184.0,87.0,163.0,97.5,1.12113339533,0.9931583193619999,0.957617028656,0.824172478863,1.29293125311,0.9925851513955,True
NM_026572,12,12,8,3,2.6666666666666665,376.0,167.41666666666666,409.0,233.75,538.0,186.91666666666666,1.18806443304,0.8114800549353333,0.964460695751,0.839123361930375,1.11059997959,0.832096927623,True
NM_026574,26,16,5,3,1.8076923076923077,161.0,51.75,141.0,48.705882352941174,128.0,46.357142857142854,1.32008344027,0.9259161340315625,1.18286495944,0.9300562357785882,1.29466604006,0.9022369153909999,True
NM_026576,16,9,4,3,1.8125,52.0,31.5,103.0,40.53846153846154,53.0,32.375,1.27670599977,0.9544274528708749,1.05091347451,0.9010120145956922,1.05292256594,0.779280234269,True
NM_026577,2,2,1,3,2.5,150.0,94.0,106.0,63.5,106.0,106.0,0.839269555789,0.8343812921125,0.557093426542,0.5529839055135,0.913532372096,0.913532372096,True
NM_026578,11,5,3,3,1.7272727272727273,231.0,58.111111111111114,241.0,72.83333333333333,204.0,135.75,1.44529039721,0.9354209710485555,0.959614793912,0.7836223142286666,1.38547720078,1.1126939974805001,True
NM_026579,19,9,3,3,1.631578947368421,129.0,51.0,111.0,39.55555555555556,101.0,40.81818181818182,1.28212268209,0.9967477184737273,1.18296565225,0.9606552958404444,1.06085694716,0.8116455351424545,True
NM_026585,19,11,6,3,1.894736842105263,128.0,45.90909090909091,144.0,45.38461538461539,142.0,53.666666666666664,1.12409426288,0.873428855413,1.44187373821,0.9548479925601538,1.53398553907,0.9895870590348332,True
NM_026591,5,3,1,3,1.8,69.0,37.666666666666664,43.0,36.5,95.0,46.0,0.977230046066,0.722833161094,0.95170319868,0.9102334388494999,1.12850272077,0.8731364021865,True
NM_026592,2,2,1,3,2.5,33.0,33.0,40.0,32.5,31.0,22.5,0.730417945319,0.730417945319,0.801818552543,0.7143440050575001,0.894877790014,0.7465736892995001,True
NM_026598,7,4,2,3,1.8571428571428572,154.0,85.75,104.0,52.666666666666664,144.0,101.66666666666667,1.33176412939,1.0140851734835001,0.932873511861,0.8296210516303333,0.951614069349,0.849869736163,True
NM_026599,12,8,5,3,2.0833333333333335,155.0,47.0,124.0,41.875,69.0,36.714285714285715,1.22983899073,0.9571211260527999,1.11289179869,0.865875671955625,1.09005965871,0.8647509654541429,True
NM_026602,11,9,3,3,2.090909090909091,217.0,66.83333333333333,303.0,74.0,286.0,68.11111111111111,1.21621710819,0.8218010622341666,1.09115005551,0.916666677304,1.09707987681,0.8526114931348889,True
NM_026603,21,13,8,3,2.0,454.0,121.75,333.0,124.3076923076923,326.0,103.38461538461539,1.09140820012,0.8735862798752501,1.25327717269,0.9067360017839232,1.05492016799,0.8008776175473076,True
NM_026604,2,0,0,1,1.0,38.0,38.0,34.0,34.0,,,0.849638302625,0.849638302625,1.12770752344,1.12770752344,,,True
NM_026609,7,3,2,3,1.7142857142857142,81.0,60.0,53.0,30.25,62.0,35.0,0.800619596845,0.7131085555153334,1.09467154279,1.0128026770765,1.10632031444,0.8692255731024,True
NM_026610,2,1,0,2,1.5,,,50.0,31.0,37.0,37.0,,,0.959614793912,0.892615945671,0.878008435959,0.878008435959,True
NM_026612,1,1,0,2,2.0,11.0,11.0,,,26.0,26.0,1.09005965871,1.09005965871,,,0.972769638249,0.972769638249,True
NM_026613,2,1,1,3,2.0,61.0,61.0,55.0,36.0,34.0,34.0,0.653794549863,0.653794549863,1.17021523539,1.132646548755,0.545594573969,0.545594573969,True
NM_026614,6,4,3,3,2.1666666666666665,1529.0,423.6666666666667,1240.0,687.3333333333334,1661.0,622.75,1.18742087572,1.0078318852121666,1.35792404817,1.058252428994,1.3087803305,1.0285961339287502,True
NM_026618,3,1,0,2,1.3333333333333333,43.0,43.0,39.0,30.0,20.0,20.0,0.833706853894,0.833706853894,1.03536056068,0.9075601447795001,1.08889997535,1.08889997535,True
NM_026620,8,5,2,3,1.875,388.0,102.33333333333333,223.0,97.4,528.0,172.5,1.17609366738,0.902396796282,1.22094575347,1.0306033140489999,0.99819129325,0.8767008702195,True
NM_026622,2,2,0,2,2.0,22.0,22.0,,,23.0,22.0,1.31080439943,1.0633271323075,,,0.669327963293,0.578120336379,True
NM_026623,9,6,4,3,2.111111111111111,1267.0,293.8333333333333,797.0,191.57142857142858,1004.0,253.66666666666666,1.39308421254,1.0847198125603332,1.15703799545,0.8411919070402857,1.17639052972,0.8725909841665,True
NM_026630,1,1,0,2,2.0,,,28.0,28.0,22.0,22.0,,,0.832535428549,0.832535428549,0.655481773901,0.655481773901,True
NM_026631,13,8,6,3,2.076923076923077,1025.0,227.88888888888889,827.0,188.75,964.0,204.8,0.885441999393,0.7195095183997777,1.00621456594,0.86863387893425,1.27537786947,0.8829170556476,True
NM_026635,4,2,1,3,1.75,127.0,60.333333333333336,200.0,113.0,208.0,108.0,1.07021285365,0.9161382940386668,0.913377694061,0.8670886916125,0.562335144619,0.524729374411,True
NM_026636,7,3,3,3,1.8571428571428572,82.0,47.5,102.0,68.75,102.0,55.8,0.809205473228,0.66095081841375,1.03972077084,0.86641414705075,1.14936856026,0.9498339098249999,True
NM_026637,1,1,1,3,3.0,58.0,58.0,56.0,56.0,44.0,44.0,0.723915282289,0.723915282289,0.797762877187,0.797762877187,0.917939629412,0.917939629412,True
NM_026638,6,6,2,3,2.3333333333333335,164.0,47.5,176.0,72.33333333333333,121.0,49.8,1.33867187832,0.8155251506173333,0.986061683183,0.8356170107973333,1.18819721792,1.0254985952716,True
NM_026640,3,2,0,2,1.6666666666666667,60.0,49.333333333333336,39.0,39.0,56.0,56.0,1.09337471756,0.9570322728059999,0.989149309863,0.989149309863,0.527270879404,0.527270879404,True
NM_026641,2,2,0,2,2.0,20.0,20.0,39.0,37.0,4.0,4.0,1.05492016799,1.05492016799,1.3160212736,1.1020276976275,0.562335144619,0.562335144619,True
NM_026644,4,3,1,3,2.0,64.0,28.0,45.0,27.0,20.0,20.0,1.11725262352,0.8965867546435,1.33885829357,0.9948363778983333,0.687435750503,0.687435750503,True
NM_026651,4,4,0,2,2.0,28.0,21.5,23.0,20.5,38.0,27.5,0.992281974853,0.729710348402,1.03349206069,0.9851901841145,0.873900414269,0.766005200906,True
NM_026655,4,1,1,3,1.5,31.0,24.5,31.0,31.0,37.0,35.666666666666664,0.99502699018,0.8756264621975,0.667431707659,0.667431707659,0.983727754291,0.9588131192126667,True
NM_026658,6,5,3,3,2.3333333333333335,121.0,90.5,68.0,54.5,138.0,71.25,1.14958371536,0.918903083292,1.16579040298,0.8406517870695,1.22833517383,0.865053296715,True
NM_026660,1,1,1,3,3.0,99.0,99.0,51.0,51.0,87.0,87.0,0.908965161246,0.908965161246,0.865300712465,0.865300712465,1.09449973694,1.09449973694,True
NM_026662,3,1,0,2,1.3333333333333333,28.0,28.0,39.0,24.666666666666668,,,0.805837811725,0.805837811725,1.06085694716,0.8952757496333333,,,True
NM_026665,7,3,1,3,1.5714285714285714,47.0,38.333333333333336,51.0,34.57142857142857,55.0,55.0,1.2353177281,0.8321854170943334,1.0830868335,0.8405054623574285,1.16669718144,1.16669718144,True
NM_026676,2,0,0,1,1.0,14.0,14.0,48.0,48.0,,,1.03460123291,1.03460123291,1.24501688925,1.24501688925,,,True
NM_026681,13,8,1,3,1.6923076923076923,36.0,19.5,50.0,24.0,37.0,23.0,1.3663676523,0.8421526624842001,1.06085694716,0.763472091379857,1.0805276266,0.9507074334182001,True
NM_026684,3,3,2,3,2.6666666666666665,522.0,270.0,472.0,338.0,503.0,265.6666666666667,1.1959544344,0.9802514105876666,1.21176927076,1.113821850205,1.2404663403,1.0103716418056667,True
NM_026686,1,0,0,1,1.0,,,,,18.0,18.0,,,,,0.933823851715,0.933823851715,True
NM_026688,8,4,0,2,1.5,62.0,31.4,32.0,25.25,78.0,56.666666666666664,1.00961375817,0.8287609446559999,1.03781460445,0.81060110404625,0.900908873225,0.7884572011723333,True
NM_026689,3,0,0,1,1.0,32.0,26.0,28.0,28.0,,,1.08889997535,1.0477834881299999,0.899309125658,0.899309125658,,,True
NM_026693,12,9,3,3,2.0,274.0,63.2,388.0,93.33333333333333,318.0,74.0,1.33439604688,0.9303757381328,1.08819519139,0.9157625800933333,1.36409126111,0.965574536313125,True
NM_026695,4,3,2,3,2.25,87.0,55.25,80.0,50.666666666666664,77.0,71.5,1.09861228867,0.772850030323,1.00939066849,0.850783076827,0.80812713646,0.654636989427,True
NM_026696,2,1,0,2,1.5,18.0,15.0,14.0,14.0,,,0.867563228481,0.752038698388,1.06094424079,1.06094424079,,,True
NM_026697,16,11,7,3,2.125,320.0,75.5,190.0,56.46153846153846,270.0,78.44444444444444,1.29483298403,0.8271424719681667,1.17002088351,0.8622526735353847,1.14906983976,0.8365664939252223,True
NM_026703,4,1,0,2,1.25,24.0,17.666666666666668,23.0,17.5,,,1.03619878482,0.9080466682080001,0.938139015005,0.8156430977825,,,True
NM_026718,12,6,2,3,1.6666666666666667,81.0,36.5,50.0,23.2,44.0,23.0,1.1816543399,0.8442421155288332,1.09861228867,0.8988794454598,1.25733387567,0.8679120181141111,True
NM_026719,5,4,2,3,2.2,57.0,34.75,34.0,27.666666666666668,52.0,28.75,1.13172199032,1.04134113266125,1.03274381356,0.9736006348343333,1.31914189097,1.01132869662125,True
NM_026728,1,1,0,2,2.0,22.0,22.0,,,23.0,23.0,0.815849865185,0.815849865185,,,0.684616277801,0.684616277801,True
NM_026729,3,2,2,3,2.3333333333333335,53.0,48.0,75.0,41.666666666666664,83.0,56.5,0.760449530801,0.703586691835,0.943348392329,0.8835101906989999,0.821793449563,0.747402558286,True
NM_026732,5,3,1,3,1.8,64.0,42.0,30.0,19.0,50.0,28.75,1.08889997535,0.8338793095945,1.01716435092,0.7811003186633334,1.02505761376,0.8571657566005,True
NM_026735,8,6,4,3,2.25,92.0,52.0,45.0,29.625,124.0,50.166666666666664,1.26892137519,0.89929241800275,0.992281974853,0.82086892119675,0.963935794958,0.7461020418593334,True
NM_026737,9,4,3,3,1.7777777777777777,1770.0,509.5,1868.0,350.5,2038.0,381.1666666666667,1.24895594815,0.96802176109625,1.21779542553,0.8460493194105,1.17248204743,0.9644280360209999,True
NM_026738,1,1,1,3,3.0,49.0,49.0,73.0,73.0,23.0,23.0,1.03833067481,1.03833067481,0.816765097055,0.816765097055,0.692201702962,0.692201702962,True
NM_026742,10,2,1,3,1.3,61.0,41.5,39.0,24.2,44.0,26.166666666666668,1.05947829265,0.9597485761664999,1.07339428128,0.9224900502843999,1.03619878482,0.8521811709988333,True
NM_026748,15,7,5,3,1.8,122.0,35.9,120.0,38.625,133.0,37.666666666666664,1.28096757691,0.9523739025933,1.05492016799,0.828198373120125,1.06085694716,0.885214854041,True
NM_026753,6,3,1,3,1.6666666666666667,48.0,40.0,55.0,37.0,81.0,31.25,0.912156417282,0.7934319423505001,1.03972077084,0.9725698741887501,0.973510286059,0.6971086432107501,True
NM_026758,7,2,0,2,1.2857142857142858,16.0,15.5,15.0,15.0,68.0,38.5,1.08219553004,0.9822532272775,0.636514168295,0.636514168295,1.04865378936,0.9145665038306667,True
NM_026759,10,5,3,3,1.8,110.0,52.6,65.0,40.0,84.0,52.285714285714285,1.20430022214,0.8494802195490001,1.00913667183,0.783179132852,1.3459330938,0.9039876237642857,True
NM_026760,6,3,2,3,1.8333333333333333,53.0,33.0,15.0,11.5,66.0,32.4,1.06589121321,0.96247422516125,0.860851390631,0.7115932676250001,0.992281974853,0.8166723189034,True
NM_026764,1,1,0,2,2.0,25.0,25.0,,,25.0,25.0,1.01835973477,1.01835973477,,,0.500402423538,0.500402423538,True
NM_026767,4,3,0,2,1.75,25.0,25.0,41.0,21.666666666666668,63.0,47.0,0.784167586764,0.744005457621,1.01140426471,0.94343011012,1.06990426411,0.9198199593365,True
NM_026768,8,4,1,3,1.625,204.0,63.166666666666664,192.0,98.0,172.0,56.0,1.0027399544,0.8142828198158334,0.975708457982,0.8551321413373333,0.985984617175,0.93441884553025,True
NM_026774,2,1,0,2,1.5,12.0,12.0,,,32.0,23.5,0.679193265992,0.679193265992,,,1.10523866124,1.048037023842,True
NM_026778,4,2,1,3,1.75,8.0,8.0,29.0,23.5,26.0,18.0,0.661563238158,0.661563238158,1.02223230704,0.9901162935644999,1.08801026228,0.898845122397,True
NM_026784,8,5,3,3,2.0,63.0,38.666666666666664,46.0,32.666666666666664,67.0,37.714285714285715,1.07755632707,0.8840251671546667,1.0805276266,1.0207781153213333,1.07541564886,0.8847667755217142,True
NM_026787,4,2,0,2,1.5,18.0,16.666666666666668,35.0,23.666666666666668,,,1.08930967896,0.8520525636263333,0.912319502443,0.8013568739813334,,,True
NM_026792,16,9,5,3,1.875,184.0,57.0,161.0,59.333333333333336,190.0,75.875,1.24714070631,0.9349729590612,1.18029802823,0.9217523842110834,1.07736435467,0.74688294231075,True
NM_026794,1,1,1,3,3.0,9.0,9.0,19.0,19.0,27.0,27.0,0.686961576597,0.686961576597,1.2469826399,1.2469826399,0.752791533576,0.752791533576,True
NM_026810,4,0,0,1,1.0,13.0,13.0,27.0,25.0,17.0,17.0,1.0579054247,1.0579054247,0.99502699018,0.992488022057,0.846365829626,0.846365829626,True
NM_026816,13,9,3,3,1.9230769230769231,56.0,32.0,81.0,54.0,76.0,45.42857142857143,1.45022900392,0.8630583028364445,1.02048337116,0.8040505156007778,1.14235525195,0.8434771153698571,True
NM_026819,5,2,2,3,1.8,92.0,46.4,78.0,78.0,56.0,56.0,1.09448855269,0.9408038090526001,1.00171318984,0.8219320244565,1.16253186409,1.0090838212439999,True
NM_026823,4,2,1,3,1.75,59.0,42.0,64.0,42.666666666666664,12.0,12.0,0.911017539713,0.827079227613,1.28560375752,0.9540512533986666,0.69314718056,0.69314718056,True
NM_026824,16,11,5,3,2.0,109.0,43.5,96.0,50.7,98.0,53.083333333333336,1.27680885972,0.9239017597986999,0.955699891113,0.8046578860484,1.10327125165,0.7677161059199166,True
NM_026826,3,3,2,3,2.6666666666666665,104.0,49.0,204.0,91.66666666666667,172.0,102.5,1.24248397972,1.0028854660246667,0.891983041414,0.6743354421296667,1.02527175949,0.789564994491,True
NM_026829,1,0,0,1,1.0,,,14.0,14.0,,,,,1.06094424079,1.06094424079,,,True
NM_026832,2,2,1,3,2.5,9.0,9.0,21.0,14.0,44.0,26.5,0.686961576597,0.686961576597,0.955699891113,0.796107029704,0.815849865185,0.7261820167399999,True
NM_026833,7,3,1,3,1.5714285714285714,37.0,20.333333333333332,25.0,18.0,24.0,16.2,0.992281974853,0.7554703192113333,0.887694275799,0.8466922200843333,1.08219553004,0.8277595583423999,True
NM_026844,2,1,1,3,2.0,30.0,30.0,31.0,31.0,42.0,42.0,1.05213916622,1.05213916622,0.804665640099,0.804665640099,1.27364742904,0.9648115806885,True
NM_026845,17,9,5,3,1.8235294117647058,173.0,107.1,143.0,62.81818181818182,172.0,96.7,1.06974285215,0.9200047690426001,0.990835386444,0.8200153877800909,1.04603348685,0.7185361432857,True
NM_026849,10,4,4,3,1.8,129.0,41.2,85.0,33.0,95.0,29.75,1.11607232923,0.8759748972450001,1.18418715636,0.914278590246,1.23965939205,0.982513986437875,True
NM_026850,12,8,7,3,2.25,323.0,124.45454545454545,554.0,186.875,663.0,194.875,1.09005965871,0.9293722458045455,1.15758470022,0.779149929679375,1.14329816947,0.796980634526375,True
NM_026851,4,3,1,3,2.0,651.0,189.25,724.0,278.6666666666667,540.0,540.0,1.19266007204,1.052133644504,1.13283950985,0.8481010609536667,1.00394954911,1.00394954911,True
NM_026854,3,1,1,3,1.6666666666666667,143.0,143.0,130.0,78.0,199.0,128.0,0.962475385076,0.962475385076,1.0123308391,0.8726218143760001,0.83468068462,0.747309252009,True
NM_026855,1,1,0,2,2.0,,,14.0,14.0,14.0,14.0,,,1.07899220788,1.07899220788,0.876005765643,0.876005765643,True
NM_026866,4,3,0,2,1.75,52.0,35.5,55.0,40.333333333333336,23.0,18.0,1.0459781657,0.9556715724315,0.949847460878,0.8912642079666666,0.666278442415,0.594932389948,True
NM_026868,20,11,7,3,1.9,299.0,65.14285714285714,225.0,67.0,304.0,80.83333333333333,1.32035873914,0.9146260685958572,1.23275425164,0.9972587620375001,1.1640849353,0.9100399585904166,True
NM_026869,1,1,0,2,2.0,22.0,22.0,24.0,24.0,,,1.0376517998,1.0376517998,0.562335144619,0.562335144619,,,True
NM_026871,1,1,0,2,2.0,,,31.0,31.0,35.0,35.0,,,0.801880721242,0.801880721242,0.537544412474,0.537544412474,True
NM_026873,3,1,1,3,1.6666666666666667,29.0,22.5,21.0,19.0,32.0,32.0,1.19049584365,1.14263803483,1.01249471103,0.9855932851775,1.0358042842,1.0358042842,True
NM_026876,3,1,1,3,1.6666666666666667,231.0,90.66666666666667,227.0,227.0,183.0,183.0,1.08533520395,0.9778303713376667,0.938984198476,0.938984198476,0.870882898683,0.870882898683,True
NM_026877,7,4,0,2,1.5714285714285714,40.0,26.333333333333332,70.0,41.25,44.0,44.0,1.09527337744,0.9286476797019999,1.0247727744,0.8907034357495,0.828051057158,0.828051057158,True
NM_026879,3,1,1,3,1.6666666666666667,49.0,30.5,76.0,76.0,47.0,43.5,0.887694275799,0.7331141907159999,0.838136933565,0.838136933565,0.88646447568,0.7152897643845,True
NM_026883,1,0,0,1,1.0,,,,,20.0,20.0,,,,,1.08889997535,1.08889997535,True
NM_026885,6,3,1,3,1.6666666666666667,95.0,57.0,54.0,25.0,37.0,21.666666666666668,1.27013909308,0.9983585174443333,0.980618523379,0.729196270503,1.01249471103,0.8930435233403333,True
NM_026887,2,2,2,3,3.0,62.0,53.0,53.0,36.0,46.0,42.0,1.2668553803,1.0359766647025,0.957932584054,0.824847041453,0.950473763274,0.8142104495960001,True
NM_026890,14,3,3,3,1.4285714285714286,830.0,104.91666666666667,531.0,153.5,663.0,194.0,1.18238647244,0.9550194645919167,0.916464885539,0.7747925503772499,1.35196012604,1.05017489968575,True
NM_026891,3,2,2,3,2.3333333333333335,33.0,16.333333333333332,41.0,32.0,37.0,29.0,1.04069843792,0.8035227064056666,0.876199457464,0.777350167239,0.933188873023,0.784851520659,True
NM_026892,4,3,1,3,2.0,512.0,269.5,669.0,235.0,520.0,184.66666666666666,1.09448855269,0.9536556276095,1.0579054247,0.8904045692906667,0.728652455899,0.6926130010046666,True
NM_026893,16,10,6,3,2.0,93.0,37.92307692307692,117.0,33.833333333333336,77.0,39.57142857142857,1.35687358963,0.928513249232,1.19804497545,0.8642114992863333,0.969479491807,0.7451988225558571,True
NM_026894,8,4,2,3,1.75,62.0,50.0,76.0,37.4,65.0,35.8,1.02172786049,0.92456358658875,1.11153100922,0.9583004290942,1.16874625488,0.9298185630043999,True
NM_026896,1,1,0,2,2.0,67.0,67.0,,,25.0,25.0,1.03236761842,1.03236761842,,,0.626869457572,0.626869457572,True
NM_026902,3,0,0,1,1.0,26.0,26.0,36.0,36.0,,,1.00176806543,0.9161429453585,1.04665415384,1.04665415384,,,True
NM_026904,1,0,0,1,1.0,26.0,26.0,,,,,1.0579054247,1.0579054247,,,,,True
NM_026908,1,1,0,2,2.0,31.0,31.0,,,10.0,10.0,0.688364422587,0.688364422587,,,1.05492016799,1.05492016799,True
NM_026913,3,2,0,2,1.6666666666666667,20.0,18.5,26.0,26.0,34.0,19.5,1.01760298612,0.85537508334,1.11965752324,1.11965752324,0.983127624159,0.828069645584,True
NM_026914,4,1,0,2,1.25,68.0,31.333333333333332,,,124.0,88.0,0.892117870819,0.887688351833,,,0.865364979163,0.7030062913265,True
NM_026921,11,5,3,3,1.7272727272727273,127.0,56.0,164.0,76.5,238.0,132.2,1.11695818564,0.891998390042375,1.28067134673,0.9486628119896667,1.15378905067,0.8900636164775999,True
NM_026924,1,1,0,2,2.0,53.0,53.0,52.0,52.0,,,0.627437033677,0.627437033677,1.06204397643,1.06204397643,,,True
NM_026929,3,3,2,3,2.6666666666666665,152.0,120.66666666666667,143.0,95.5,172.0,75.33333333333333,1.35112251492,1.1185891163646666,1.22620354678,1.0432033047925,1.15285952515,1.0583077189203334,True
NM_026932,14,7,5,3,1.8571428571428572,161.0,73.75,86.0,50.4,106.0,45.5,1.23740161234,0.897448816355875,1.11490358316,0.843888135439,1.22241864305,0.8197133685494999,True
NM_026936,10,6,2,3,1.8,53.0,19.125,36.0,24.0,52.0,29.25,1.06011893594,0.91128212242875,1.09448855269,0.8260368680243332,1.07536128617,0.92036904405225,True
NM_026937,6,1,0,2,1.1666666666666667,44.0,24.666666666666668,68.0,46.0,30.0,20.5,1.05657580441,1.008865833633,0.831866112552,0.7534207796935,0.950270539233,0.933367712386,True
NM_026944,2,1,0,2,1.5,30.0,20.5,23.0,23.0,,,0.995076371194,0.9649231345260001,0.614503320311,0.614503320311,,,True
NM_026949,19,16,8,3,2.263157894736842,690.0,109.5,965.0,117.8,1263.0,176.85714285714286,1.35591977171,0.8835472417118571,1.17881637595,0.8271597522114,1.25890961073,0.8592416081157858,True
NM_026950,3,0,0,1,1.0,41.0,41.0,,,24.0,16.5,1.01104021061,1.01104021061,,,0.936888307539,0.9280310684605,True
NM_026958,5,1,1,3,1.4,503.0,181.0,680.0,252.66666666666666,590.0,590.0,1.0459781657,0.9617967402613333,1.12177422038,0.9707796999283334,0.698063384637,0.698063384637,True
NM_026963,2,1,0,2,1.5,,,18.0,18.0,52.0,39.0,,,0.686961576597,0.686961576597,1.00849533526,0.9456614394175,True
NM_026964,5,3,2,3,2.0,671.0,181.0,906.0,319.0,740.0,273.0,1.31012760356,1.06271506297025,1.26495206524,1.0847707839623333,1.3571622241,0.9648617066540001,True
NM_026967,6,2,1,3,1.5,65.0,50.0,76.0,57.0,61.0,42.5,1.05374550779,0.9891008313325,1.04275606457,0.8964570426143333,1.07681866721,0.9526879814989999,True
NM_026968,4,2,2,3,2.0,11.0,9.5,18.0,13.666666666666666,38.0,27.0,0.994923632572,0.828243435365,1.01140426471,0.8721147894906666,1.19066067565,0.9541192737180001,True
NM_026975,3,2,0,2,1.6666666666666667,96.0,96.0,146.0,75.5,23.0,13.0,0.947978459704,0.947978459704,0.950270539233,0.749307621174,0.876199457464,0.7563568128795,True
NM_026977,2,1,1,3,2.0,31.0,21.5,32.0,32.0,11.0,11.0,0.885109828156,0.7608119982254999,0.87243891739,0.87243891739,0.585952618304,0.585952618304,True
NM_026981,1,0,0,1,1.0,26.0,26.0,,,,,0.820799689164,0.820799689164,,,,,True
